"ID","SAName","MapName","ServingArea","PremiseCount","CustomerCount","DSLAvailable","DSLTake","ISPTake","TVAvailable","TVTake","WorkforceArea","StructureLink","Comments"
"736","ARRD","CARPENTER","","","","","","","","","","",""
"737","ECPR","CARPENTER","","","","","","","","","","",""
"738","RNCH","CARPENTER","","","","","","","","","","",""
"739","BAMN","CARPENTER","","","","","","","","","","",""
"740","MILR","CARPENTER","","","","","","","","","","",""
"741","DARY","CARPENTER","","","","","","","","","","",""
"744","WSSC","WORLAND","","","","","","","","","","",""
"745","PLSV","WORLAND","","","","","","","","","","",""
"746","LWSN","WORLAND","","","","","","","","","","",""
"747","RSSL","WORLAND","","","","","","","","","","",""
"748","ASPN","WORLAND","","","","","","","","","","",""
"750","CBNA","WORLAND","","","","","","","","","","",""
"751","CBNB","WORLAND","","","","","","","","","","",""
"754","SESN","SOUTHEAST SHERIDAN","SOUTHEAST SHERIDAN CO","","","","","","","","","",""
"755","SAVR","BAGGS","SAVERY","0","0","0","0","0","0","0","0","0",""
"778","OTOL","BAGGS","O'TOOLE","","","","","","","","","",""
"783","DCKR","DECKER","DECKER CO","","","","","","","","","",""
"790","OSCH","BAGGS","OLD SCHOOL","","","","","","","","","",""
"793","MKEE","BAGGS","MCKEE","","","","","","","","","",""
"794","SLTR","BAGGS","SLATTER","0","0","0","0","0","0","0","0","0",""
"804","BGGS","BAGGS","BAGGS","","","","","","","","","",""
"808","THCK","DUBOIS","TIE HACK","","","","","","","","","",""
"813","RVPK","DUBOIS","RIVERVIEW PARK","","","","","","","","","",""
"814","MSTG","DUBOIS","MUSTANG MEADOWS","","","","","","","","","",""
"816","TCRK","DUBOIS","TAYLOR CREEK","","","","","","","","","",""
"818","LWSP","DUBOIS","LITTLE WARM SPRINGS","","","","","","","","","",""
"820","ULWS","DUBOIS","UPPER LITTLE WARM SPRINGS","","","","","","","","","",""
"821","CMSG","ARVADA","CMS GAS","","","","","","","","","",""
"822","ARVD","ARVADA","ARVADA CO","","","","","","","","","",""
"823","DDRH","DUBOIS","DIAMOND D RANCH","","","","","","","","","",""
"826","HRSC","DUBOIS","HORSE CREEK","","","","","","","","","","DELETE"
"828","WFAR","DUBOIS","WELLS FARGO","","","","","","","","","",""
"830","WVLG","DUBOIS","WARM VALLEY LODGE","","","","","","","","","",""
"831","JFRK","DUBOIS","JAKEY'S FORK","","","","","","","","","",""
"833","ALZD","ALZADA","ALZADA CO","","","","","","","","","",""
"846","TRYL","DUBOIS","TORREY LAKE","","","","","","","","","",""
"848","RGRH","DUBOIS","RING LAKE RANCH","","","","","","","","","",""
"850","TIPP","CLEARMONT","TIPPERARY ROAD E3-12","","","","","","","","","",""
"851","CWON","CLEARMONT","CRAZY WOMAN 1 CXR CABINET","","","","","","","","","",""
"852","CLMT","CLEARMONT","CLEARMONT CO","","","","","","","","","",""
"853","CLCK","CLEARMONT","CLEAR CREEK","","","","","","","","","",""
"854","LITR","CLEARMONT","LEITER","","","","","","","","","",""
"856","SPRH","DUBOIS","SPRING RANCH","","","","","","","","","",""
"857","GRMT","SUNDANCE","GREEN MOUNTAIN CXR CABINET","","","","","","","","","",""
"872","SNDN","SUNDANCE","SUNDANCE CO","","","","","","","","","",""
"874","FROL","SUNDANCE","FROLANDER","","","","","","","","","",""
"876","MLCR","SUNDANCE","MILLER CREEK CXR CABINET","","","","","","","","","",""
"877","SNKS","SUNDANCE","SNOOKS ROAD","","","","","","","","","",""
"878","SDVD","SUNDANCE","SUNNY DIVIDE","","","","","","","","","",""
"882","SDSW","SUNDANCE","SUNDANCE SOUTHWEST","","","","","","","","","",""
"883","LZLB","DUBOIS","LAZY L&B","","","","","","","","","",""
"884","DIDR","DUBOIS","DIDIER","","","","","","","","","",""
"885","BROT","DUBOIS","BITTERROOT","","","","","","","","","",""
"886","BLUE","DUBOIS","BLUE HOLES","","","","","","","","","",""
"890","DNWY","DUBOIS","DINWOODY","","","","","","","","","",""
"894","WDIN","DUBOIS","WEST DINWOODY","","","","","","","","","",""
"895","EDIN","DUBOIS","EAST DINWOODY","","","","","","","","","",""
"897","HDWR","DUBOIS","HEADWATERS","","","","","","","","","",""
"898","THAL","DUBOIS","TOWN HALL, DUBOIS","","","","","","","","","",""
"900","PTHL","DUBOIS","PAINTED HILLS","","","","","","","","","",""
"901","PINN","DUBOIS","PINNACLES","","","","","","","","","",""
"902","TFKS","BAGGS","THREE FORKS","","","","","","","","","",""
"903","DIXN","BAGGS","DIXON","","","","","","","","","",""
"904","DXAP","BAGGS","DIXON AIRPORT","","","","","","","","","",""
"905","ECRW","DUBOIS","EAST CROWHEART","","","","","","","","","",""
"906","IMTS","BAGGS","IMTS HUT AND TOWER","","","","","","","","","",""
"908","HOWD","FORSYTH","HOWARD CXR CABINET","","","","","","","","","",""
"909","RSBD","ROSEBUD","ROSEBUD CO","","","","","","","","","",""
"910","HTHW","ROSEBUD","HATHAWAY HUT","","","","","","","","","",""
"911","NRSB","ROSEBUD","NORTH ROSEBUD HUT","","","","","","","","","",""
"912","STCR","ROSEBUD","STIEGE CREEK CXR CABINET","","","","","","","","","",""
"913","CNWD","ROSEBUD","COTTONWOOD E3-12","","","","","","","","","",""
"914","SNCK","ROSEBUD","SAND CREEK CXR CABINET","","","","","","","","","",""
"915","LLYD","ROSEBUD","LLOYD CXR CABINET","","","","","","","","","",""
"916","CRVL","ROSEBUD","CARTERSVILLE CXR CABINET","","","","","","","","","",""
"917","QRHS","ROSEBUD","QUATERHORSE E3-12","","","","","","","","","",""
"929","JIMT","LAME DEER","JIM TOWN CXR CABINET","","","","","","","","","",""
"931","LMDR","LAME DEER","LAME DEER CO","","","","","","","","","",""
"932","HAMM","FORSYTH","HAMMOND","","","","","","","","","",""
"933","FRSY","FORSYTH","FORSYTH CO","","","","","","","","","",""
"934","BSBW","BUSBY","BUSBY WEST","","","","","","","","","",""
"935","BSBY","BUSBY","BUSBY CO","","","","","","","","","",""
"936","BRNY","BIRNEY","BIRNEY CO","","","","","","","","","",""
"937","FRON","FORSYTH","FORSYTH CXR 1","","","","","","","","","",""
"938","FRTW","FORSYTH","FORSYTH CXR 2","","","","","","","","","",""
"939","FRTH","FORSYTH","FORSYTH CXR 3","","","","","","","","","",""
"940","FRFR","FORSYTH","FORSYTH CXR 4","","","","","","","","","",""
"941","FRFV","FORSYTH","FORSYTH CXR 5","","","","","","","","","",""
"942","FRSX","FORSYTH","FORSYTH CXR 6","","","","","","","","","",""
"943","NBRD","NORTH BROADUS","NORTH BROADUS CO","","","","","","","","","",""
"944","SCSL","NORTH BROADUS","SPRING CREEK SCHOOL E3-12","","","","","","","","","",""
"945","PRDV","NORTH BROADUS","POWDERVILLE","","","","","","","","","",""
"946","RSVL","NORTH BROADUS","RUSSIANVILLE E3-12","","","","","","","","","",""
"947","CBCK","ARVADA","CABIN CREEK","","","","","","","","","",""
"958","DUNR","DUBOIS","DUNOIR","","","","","","","","","",""
"968","WVLG","DUBOIS","WARM VALLEY LODGE","","","","","","","","","",""
"970","THAL","DUBOIS","TOWN HALL, DUBOIS","","","","","","","","","",""
"971","HDWR","DUBOIS","HEADWATERS","","","","","","","","","",""
"981","TOGT","DUBOIS","TOGWOTEE","","","","","","","","","",""
"982","FRED","SOUTH BROADUS","FREDICKSON","","","","","","","","","",""
"987","CRCK","DECKER","CORRAL CREEK","","","","","","","","","",""
"988","SNDR","HYSHAM","SANDERS","","","","","","","","","",""
"989","PORC","DUBOIS","PORCUPINE","","","","","","","","","",""
"990","WIND","DUBOIS","WINDY","","","","","","","","","",""
"991","PTBT","RIVERTON","PILOT BUTTE","","","","","","","","","",""
"992","ETHT","RIVERTON","ETHETE","","","","","","","","","",""
"993","FTWS","RIVERTON","FT WASHAKIE","","","","","","","","","",""
"994","APHO","RIVERTON","ARAPAHOE","","","","","","","","","",""
"995","RVTN","RIVERTON","RIVERTON","","","","","","","","","",""
"997","HYSH","HYSHAM","HYSHAM CO","","","","","","","","","",""
"998","GRMN","SUNDANCE","GARMAN ROAD","","","","","","","","","",""
"999","VSTA","SUNDANCE","VISTA WEST","","","","","","","","","",""
"1000","FRMO","SUNDANCE","FREMO HUT","","","","","","","","","",""
"1001","CLDV","SUNDANCE","COAL DIVIDE","","","","","","","","","",""
"1002","UPCB","SUNDANCE","UPTON","","","","","","","","","",""
"1003","ONOK","SUNDANCE","ONEOK","","","","","","","","","",""
"1004","FSTR","SUNDANCE","FOSTER","","","","","","","","","",""
"1005","MSKE","SUNDANCE","MOSKEE","","","","","","","","","",""
"1006","CRLL","SUNDANCE","CROELL PON CABINET","","","","","","","","","",""
"1007","ENGY","SUNDANCE","ENERGY ELECTRIC PON CABINET","","","","","","","","","",""
"1008","VORE","SUNDANCE","VORE CXR CABINET","","","","","","","","","",""
"1009","ALDN","SUNDANCE","ALLADIN","","","","","","","","","",""
"1010","CTCK","SOUTHEAST SHERIDAN","CAT CREEK","","","","","","","","","",""
"1011","PNCK","SOUTHEAST SHERIDAN","PINEY CREEK","","","","","","","","","",""
"1012","JIMC","SOUTHEAST SHERIDAN","JIM CREEK HUT","","","","","","","","","",""
"1013","HRDY","SOUTHEAST SHERIDAN","HARDESTY","","","","","","","0","","",""
"1015","WTSN","SUNDANCE","WATSON","","","","","","","","","",""
"1016","MILL","ALZADA","MILL IRON E3-12","","","","","","","","","",""
"1017","WALZ","ALZADA","WEST ALZADA","","","","","","","","","",""
"1018","ALBI","ALZADA","ALBION","","","","","","","","","",""
"1019","LTRN","ARVADA","LEITER NORTH","","","","","","","","","",""
"1020","ASHC","DECKER","ASH CREEK","","","","","","","","","",""
"1021","HOSF","BIRNEY","HOSFORD","","","","","","","","","",""
"1022","SNST","THERMOPOLIS","","","","","","","","","","",""
"1023","CNTR","NEWCASTLE","","","","","","","","","","",""
"1024","WOOD","NEWCASTLE","","","","","","","","","","",""
"1025","RLRD","NEWCASTLE","","","","","","","","","","",""
"1026","FRTR","NEWCASTLE","","","","","","","","","","",""
"1027","CMPS","SOUTH BROADUS","CAMPS PASS","","","","","","","","","",""
"1028","SONN","SOUTH BROADUS","SONNETTE","","","","","","","","","",""
"1029","TERT","SOUTH BROADUS","TERRETT BUTTE","","","","","","","","","",""
"1030","SALB","ALBIN","","","","","","","","","","",""
"1031","SMTH","SOUTH BROADUS","SMITH","","","","","","","","","",""
"1032","BAYH","SOUTH BROADUS","BAY HORSE ROAD","","","","","","","","","",""
"1033","TNTH","PINE BLUFFS","","","","","","","","","","",""
"1034","SBRD","SOUTH BROADUS","SOUTH BROADUS CO","","","","","","","","","",""
"1035","BRSK","SOUTH BROADUS","BEAR SKULL","","","","","","","","","",""
"1036","BIDL","SOUTH BROADUS","BIDDLE","","","","","","","","","",""
"1037","WBDL","SOUTH BROADUS","WEST BIDDLE","","","","","","","","","",""
"1038","WWBD","SOUTH BROADUS","WEST WEST BIDDLE","","","","","","","","","",""
"1039","EBDL","SOUTH BROADUS","EAST BIDDLE","","","","","","","","","",""
"1040","BLCK","SOUTH BROADUS","BELLE CREEK","","","","","","","","","",""
"1041","BOYS","SOUTH BROADUS","BOYES","","","","","","","","","",""
"1042","NBYS","SOUTH BROADUS","NORTH BOYES","","","","","","","","","",""
"1043","ESES","WORLAND","","","","","","","","","","",""
"1044","HMND","SOUTH BROADUS","HAMMOND","","","","","","","","","",""
"1045","NNBS","SOUTH BROADUS","NORTH NORTH BOYES","","","","","","","","","",""
"1046","SDCR","WORLAND","","","","","","","","","","",""
"1048","JTRK","BROADUS","JET ROCK","","","","","","","","","",""
"1050","TURN","BROADUS","TURNBOUGH","","","","","","","","","",""
"1051","BRDS","BROADUS","BROADUS CO","","","","","","","","","",""
"1052","SAND","BROADUS","SAND CREEK","","","","","","","","","",""
"1053","BRLY","BROADUS","BURLEY","","","","","","","","","",""
"1054","OLIV","BROADUS","OLIVE","","","","","","","","","",""
"1055","BRNE","BROADUS","BROADUS NORTH EAST","","","","","","","","","",""
"1056","BRNW","BROADUS","BROADUS NORTH WEST","","","","","","","","","",""
"1057","CAPP","BROADUS","CAPP RADIO","","","","","","","","","",""
"1058","EFHT","ASHLAND","EAST FORK","","","","","","","","","",""
"1059","EGTN","MIDWEST","","","","","","","","","","",""
"1060","MDWS","MIDWEST","","","","","","","","","","",""
"1061","JFCY","JEFFREY CITY","","","","","","","","","","",""
"1062","GSHL","GAS HILLS","","","","","","","","","","",""
"1063","UPTN","UPTON","","","","","","","","","","",""
"1064","OSAG","OSAGE","","","","","","","","","","",""
"1065","CRPN","CARPENTER","","","","","","","","","","",""
"1066","BRNS","BURNS","","","","","","","","","","",""
"1067","ALBN","ALBIN","","","","","","","","","","",""
"1068","SHRD","","","","","","","","","","","",""
"1070","TLPD","","","","","","","","","","","",""
"1071","ACTP","","","","","","","","","","","",""
"1072","BLFO","","","","","","","","","","","",""
"1073","CVTN","PINE BLUFFS","CVTN","","","","","","","","","",""
"1074","HRCK","ASHLAND","HORKIN CREEK","","","","","","","","","",""
"1075","KLKA","ASHLAND","KOLKA","","","","","","","","","",""
"1076","HNSN","ASHLAND","HANSON","","","","","","","","","",""
"1077","ASHE","ASHLAND","ASHLAND EAST","","","","","","","","","",""
"1078","GHRD","GAS HILLS","","","","","","","","","","",""
"1079","DIVD","ASHLAND","ASHLAND DIVIDE","","","","","","","","","",""
"1080","BRBG","ASHLAND","BRANDENBURG E3-12","","","","","","","","","",""
"1081","DUNN","ASHLAND","DUNNING","","","","","","","","","",""
"1082","HALY","ASHLAND","HALEY","","","","","","","","","",""
"1083","ASLD","ASHLAND","ASHLAND - CO","","","","","","","","","",""
"1084","EEHT","ASHLAND","DOUBLE E","","","","","","","","","",""
"1086","EHUT","SOUTH MILES CITY","E HUT","","","","","","","","","",""
"1087","BRDR","NEWCASTLE","","","","","","","","","","",""
"1088","WMSC","NEWCASTLE","","","","","","","","","","",""
"1090","DHUT","SOUTH MILES CITY","D HUT","","","","","","","","","",""
"1091","RTRD","WORLAND","","","","","","","","","","",""
"1092","MZPH","SOUTH MILES CITY","MIZPAH","","","","","","","","","",""
"1093","SMCY","SOUTH MILES CITY","SOUTH MILES CITY CO","","","","","","","","","",""
"1094","PRTC","SOUTH MILES CITY","PRAT CREEK CXR CABINET","","","","","","","","","",""
"1095","NSNC","SOUTH MILES CITY","NELSON CREEK E3-12","","","","","","","","","",""
"1096","CWBY","SOUTH MILES CITY","COWBOY CXR CABINET","","","","","","","","","",""
"1097","THUT","SOUTH MILES CITY","T HUT","","","","","","","","","",""
"1099","JCKR","SOUTH MILES CITY","JACK CREEK CXR CABINET","","","","","","","","","",""
"1101","BHUT","SOUTH MILES CITY","B HUT","","","","","","","","","",""
"1102","GRAV","SOUTH MILES CITY","GRAVEYARD","","","","","","","","","",""
"1105","SAGE","WORLAND","","","","","","","","","","",""
"1106","WCSC","KAYCEE","","","","","","","","","","",""
"1107","AKNY","DECKER","ANKENY - TWO E3-12'S","","","","","","","","","",""
"1108","CWCK","DUBOIS","DELETE CROW CREEK SAI RADIO REMOVED","","","","","","","","","","DELETE"
"1112","CWHT","DUBOIS","CROWHEART","","","","","","","","","",""
"1113","BURS","DUBOIS","BURRIS","","","","","","","","","",""
"1114","DNWY","DUBOIS","DINWOODY","","","","","","","","","",""
"1115","DNWY","DUBOIS","DINWOODY","","","","","","","","","",""
"1119","WIND","DUBOIS","WINDY","","","","","","","","","",""
"1121","TCRK","DUBOIS","TAYLOR CREEK","","","","","","","","","",""
"1128","DUBS","M:\DTE\Dubois.dwg","DUBOIS","","","","","","","","","",""
"1130","FCNL","WORLAND","","","","","","","","","","",""
"1131","WGBM","BAGGS","WEST GOLDBLOSSOM","","","","","","","","","","H-BRACE"
"1132","GBLM","BAGGS","GOLD BLOSSOM","","","","","","","","","",""
"1133","GBLM","BAGGS","GOLD BLOSSOM","","","","","","","","","",""
"1135","GBLM","BAGGS","GOLD BLOSSOM","","","","","","","","","",""
"1137","WGBM","DUBOIS","WEST GOLDBLOSSOM","","","","","","","","","","H-BRACE"
